gene_id	TPM	file_accession
ENSG00000048028	4.63	ENCFF633OSJ
ENSG00000048052	1.16	ENCFF633OSJ
ENSG00000048140	4.54	ENCFF633OSJ
ENSG00000048162	5.17	ENCFF633OSJ
ENSG00000048342	2.96	ENCFF633OSJ
ENSG00000048392	2.48	ENCFF633OSJ
ENSG00000048405	9.86	ENCFF633OSJ
ENSG00000048471	12.53	ENCFF633OSJ
ENSG00000048540	1.94	ENCFF633OSJ
ENSG00000048544	4.91	ENCFF633OSJ
ENSG00000048649	11.62	ENCFF633OSJ
ENSG00000048707	39.59	ENCFF633OSJ
ENSG00000048740	6.26	ENCFF633OSJ
ENSG00000048828	24.37	ENCFF633OSJ
ENSG00000048991	3.95	ENCFF633OSJ
ENSG00000049089	1.24	ENCFF633OSJ
ENSG00000049130	5.88	ENCFF633OSJ
ENSG00000049167	1.58	ENCFF633OSJ
ENSG00000049192	0.54	ENCFF633OSJ
ENSG00000049239	28.01	ENCFF633OSJ
ENSG00000049245	17.89	ENCFF633OSJ
ENSG00000049246	5.73	ENCFF633OSJ
ENSG00000049283	21.46	ENCFF633OSJ
ENSG00000049323	3.51	ENCFF633OSJ
ENSG00000049449	6.77	ENCFF633OSJ
ENSG00000049540	5.21	ENCFF633OSJ
ENSG00000049541	3.55	ENCFF633OSJ
ENSG00000049618	16.76	ENCFF633OSJ
ENSG00000049656	31.27	ENCFF633OSJ
ENSG00000049759	10.15	ENCFF633OSJ
ENSG00000049769	3.14	ENCFF633OSJ
ENSG00000049860	16.58	ENCFF633OSJ
ENSG00000049883	2.09	ENCFF633OSJ
ENSG00000050130	13.08	ENCFF633OSJ
ENSG00000050165	31.31	ENCFF633OSJ
ENSG00000050327	14.74	ENCFF633OSJ
ENSG00000050344	3.32	ENCFF633OSJ
ENSG00000050393	7.07	ENCFF633OSJ
ENSG00000050405	18.96	ENCFF633OSJ
ENSG00000050426	21.37	ENCFF633OSJ
ENSG00000050555	1.17	ENCFF633OSJ
ENSG00000050628	11.43	ENCFF633OSJ
ENSG00000050748	4.16	ENCFF633OSJ
ENSG00000050767	0.75	ENCFF633OSJ
ENSG00000050820	6.71	ENCFF633OSJ
ENSG00000051009	16.04	ENCFF633OSJ
ENSG00000051108	36.2	ENCFF633OSJ
ENSG00000051128	5.43	ENCFF633OSJ
ENSG00000051382	12.34	ENCFF633OSJ
ENSG00000051523	5.3	ENCFF633OSJ
ENSG00000051596	12.5	ENCFF633OSJ
ENSG00000051620	12.65	ENCFF633OSJ
ENSG00000051825	3.31	ENCFF633OSJ
ENSG00000052126	8.51	ENCFF633OSJ
ENSG00000052344	27.93	ENCFF633OSJ
ENSG00000052723	13.67	ENCFF633OSJ
ENSG00000052749	5.8	ENCFF633OSJ
ENSG00000052795	7.5	ENCFF633OSJ
ENSG00000052802	29.13	ENCFF633OSJ
ENSG00000052841	33.14	ENCFF633OSJ
ENSG00000053108	1.35	ENCFF633OSJ
ENSG00000053254	38.41	ENCFF633OSJ
ENSG00000053371	16.79	ENCFF633OSJ
ENSG00000053372	4.54	ENCFF633OSJ
ENSG00000053438	0.68	ENCFF633OSJ
