gene_id	TPM	file_accession
ENSG00000013288	1.64	ENCFF408GFZ
ENSG00000013306	3.41	ENCFF408GFZ
ENSG00000013364	2.9	ENCFF408GFZ
ENSG00000013374	6.2	ENCFF408GFZ
ENSG00000013375	6.04	ENCFF408GFZ
ENSG00000013441	18.62	ENCFF408GFZ
ENSG00000013503	0.81	ENCFF408GFZ
ENSG00000013523	1.14	ENCFF408GFZ
ENSG00000013561	6.84	ENCFF408GFZ
ENSG00000013563	1.36	ENCFF408GFZ
ENSG00000013583	4.33	ENCFF408GFZ
ENSG00000013588	0.93	ENCFF408GFZ
ENSG00000014123	1.95	ENCFF408GFZ
ENSG00000014138	0.72	ENCFF408GFZ
ENSG00000014216	5.32	ENCFF408GFZ
ENSG00000014641	14.27	ENCFF408GFZ
ENSG00000014824	2.75	ENCFF408GFZ
ENSG00000014919	2.1	ENCFF408GFZ
ENSG00000015153	3.03	ENCFF408GFZ
ENSG00000015171	5.86	ENCFF408GFZ
ENSG00000015285	0.71	ENCFF408GFZ
ENSG00000015475	2.32	ENCFF408GFZ
ENSG00000015479	14.17	ENCFF408GFZ
ENSG00000015568	4.03	ENCFF408GFZ
ENSG00000015676	1.93	ENCFF408GFZ
ENSG00000016864	2.96	ENCFF408GFZ
ENSG00000017260	4.8	ENCFF408GFZ
ENSG00000017427	21.67	ENCFF408GFZ
ENSG00000017797	3.45	ENCFF408GFZ
ENSG00000018189	2.91	ENCFF408GFZ
ENSG00000018280	4.31	ENCFF408GFZ
ENSG00000018408	3.59	ENCFF408GFZ
ENSG00000018510	2.55	ENCFF408GFZ
ENSG00000018610	0.88	ENCFF408GFZ
ENSG00000018625	3.7	ENCFF408GFZ
ENSG00000018699	0.92	ENCFF408GFZ
ENSG00000019144	16.99	ENCFF408GFZ
ENSG00000019169	1.34	ENCFF408GFZ
ENSG00000019549	1.06	ENCFF408GFZ
ENSG00000019582	26.22	ENCFF408GFZ
ENSG00000019995	2.19	ENCFF408GFZ
ENSG00000020129	0.57	ENCFF408GFZ
ENSG00000020256	0.57	ENCFF408GFZ
ENSG00000020426	4.4	ENCFF408GFZ
ENSG00000020577	4.06	ENCFF408GFZ
ENSG00000020922	1.03	ENCFF408GFZ
ENSG00000021355	2.05	ENCFF408GFZ
ENSG00000021574	1.21	ENCFF408GFZ
ENSG00000021762	0.78	ENCFF408GFZ
ENSG00000021776	2.02	ENCFF408GFZ
ENSG00000022267	250.03	ENCFF408GFZ
ENSG00000022277	2.66	ENCFF408GFZ
ENSG00000022567	0.9	ENCFF408GFZ
ENSG00000022840	12.98	ENCFF408GFZ
ENSG00000022976	0.6	ENCFF408GFZ
ENSG00000023041	1.64	ENCFF408GFZ
ENSG00000023191	6.67	ENCFF408GFZ
ENSG00000023228	3.54	ENCFF408GFZ
ENSG00000023287	4.95	ENCFF408GFZ
ENSG00000023318	1.48	ENCFF408GFZ
ENSG00000023330	2.6	ENCFF408GFZ
ENSG00000023516	3.13	ENCFF408GFZ
ENSG00000023572	2.63	ENCFF408GFZ
ENSG00000023697	2.52	ENCFF408GFZ
ENSG00000023734	5.98	ENCFF408GFZ
ENSG00000023902	1.53	ENCFF408GFZ
ENSG00000023909	3.27	ENCFF408GFZ
ENSG00000024048	2.21	ENCFF408GFZ
ENSG00000024422	6.88	ENCFF408GFZ
ENSG00000024862	1.28	ENCFF408GFZ
ENSG00000025039	1.95	ENCFF408GFZ
ENSG00000025156	0.82	ENCFF408GFZ
ENSG00000025293	3.79	ENCFF408GFZ
ENSG00000025434	3.17	ENCFF408GFZ
ENSG00000025708	1.77	ENCFF408GFZ
ENSG00000025770	0.94	ENCFF408GFZ
ENSG00000025796	4.64	ENCFF408GFZ
ENSG00000025800	2.56	ENCFF408GFZ
ENSG00000026025	323.52	ENCFF408GFZ
ENSG00000026103	1.5	ENCFF408GFZ
ENSG00000026297	2.49	ENCFF408GFZ
ENSG00000026508	15.77	ENCFF408GFZ
ENSG00000026652	0.52	ENCFF408GFZ
ENSG00000026950	0.59	ENCFF408GFZ
ENSG00000027001	1.32	ENCFF408GFZ
ENSG00000027075	2.51	ENCFF408GFZ
ENSG00000027697	13.65	ENCFF408GFZ
ENSG00000027847	1.01	ENCFF408GFZ
ENSG00000028116	2.62	ENCFF408GFZ
ENSG00000028137	2.3	ENCFF408GFZ
ENSG00000028203	3.74	ENCFF408GFZ
ENSG00000028310	1.58	ENCFF408GFZ
ENSG00000028528	6.91	ENCFF408GFZ
ENSG00000029363	13.23	ENCFF408GFZ
ENSG00000029364	3.61	ENCFF408GFZ
ENSG00000029639	0.77	ENCFF408GFZ
ENSG00000029725	4.45	ENCFF408GFZ
ENSG00000030066	1.92	ENCFF408GFZ
ENSG00000030419	0.95	ENCFF408GFZ
ENSG00000030582	12.32	ENCFF408GFZ
ENSG00000031003	2.64	ENCFF408GFZ
